category,setting,reference_setting,observer_index,observer_radius_over_M,pulse,sphere_integrated_relative_l2,off_caustic_relative_l2_at_gamma_pi_over_2,arrival_time_error_over_M,delay_error_over_M,relative_amplitude_error,relative_flux_energy_error,angular_focus_width_error_radians,estimator_timing_systematic_over_M,phase_error_radians
angular_width_0.7,angular_w0p7_lmax27,angular_w0p7_lmax35,0,8.0,3,6.3124683677023e-08,7.837321419727389e-08,2.4852383262441435e-08,1.8862232309402316e-07,6.172180544439243e-09,2.1047763532067165e-10,0.0,3.095290423971164e-08,1.8175543448073483e-07
angular_width_0.7,angular_w0p7_lmax27,angular_w0p7_lmax35,1,12.0,0,6.3124683677023e-08,7.837321419727389e-08,1.9167932521213515e-06,nan,4.062725122988553e-08,1.5139937525887603e-08,0.0,1.912680520632648e-06,nan
angular_width_0.7,angular_w0p7_lmax27,angular_w0p7_lmax35,1,12.0,1,6.3124683677023e-08,7.837321419727389e-08,1.197953871212576e-06,3.1147471233339274e-06,1.3180780245036772e-08,3.8011060965459365e-10,0.0,1.2116837311282325e-06,2.0268473910345364e-07
angular_width_0.7,angular_w0p7_lmax27,angular_w0p7_lmax35,1,12.0,2,6.3124683677023e-08,7.837321419727389e-08,1.0358742486005212e-07,1.0943664463525238e-06,1.6888730414166275e-09,5.724861695810546e-10,0.0,1.0581810983012474e-07,1.1329973448326314e-07
angular_width_0.7,angular_w0p7_lmax27,angular_w0p7_lmax35,1,12.0,3,6.3124683677023e-08,7.837321419727389e-08,5.832106353409472e-08,4.5266361325957405e-08,6.4672014410405154e-09,7.691625114603085e-11,0.0,5.7283131127405795e-08,6.186501977367698e-08
angular_width_0.7,angular_w0p7_lmax27,angular_w0p7_lmax35,2,inf,0,6.3124683677023e-08,7.837321419727389e-08,1.3047905333962717e-06,nan,3.3277607336401616e-09,1.4484342614196066e-09,nan,1.330108034380828e-06,nan
angular_width_0.7,angular_w0p7_lmax27,angular_w0p7_lmax35,2,inf,1,6.3124683677023e-08,7.837321419727389e-08,4.3139725391938555e-07,8.733932794768862e-07,6.451315903710508e-08,4.805498221571725e-10,0.0,4.277565324173338e-07,1.7779444660970256e-07
angular_width_0.7,angular_w0p7_lmax27,angular_w0p7_lmax35,2,inf,2,6.3124683677023e-08,7.837321419727389e-08,2.4142615018263314e-07,1.899711037367524e-07,1.363309909407917e-09,5.723459484130444e-10,0.0,2.5053285668263925e-07,1.2528786030863162e-07
angular_width_0.7,angular_w0p7_lmax27,angular_w0p7_lmax35,2,inf,3,6.3124683677023e-08,7.837321419727389e-08,6.316142275863967e-09,2.3511000790676917e-07,5.513517864486062e-09,1.9901069681083072e-10,0.0,2.1970009811411728e-08,1.585077360477527e-07
angular_width_0.7,angular_w0p7_lmax31,angular_w0p7_lmax35,0,8.0,0,7.951042983804101e-10,9.741320490083013e-10,5.41204201454093e-08,nan,2.2013668665721298e-09,7.754907827006718e-11,0.0,6.397969443128204e-08,nan
angular_width_0.7,angular_w0p7_lmax31,angular_w0p7_lmax35,0,8.0,1,7.951042983804101e-10,9.741320490083013e-10,1.1978528391409782e-08,4.2141891753999516e-08,3.321598551764282e-11,2.6731394875412207e-11,0.0,1.528553639218444e-08,1.481533096203691e-08
angular_width_0.7,angular_w0p7_lmax31,angular_w0p7_lmax35,0,8.0,2,7.951042983804101e-10,9.741320490083013e-10,1.0594831678645278e-08,1.383696712764504e-09,9.279277346507797e-11,5.769829058976939e-13,0.0,9.962199953861273e-09,1.4674732540242985e-09
angular_width_0.7,angular_w0p7_lmax31,angular_w0p7_lmax35,0,8.0,3,7.951042983804101e-10,9.741320490083013e-10,2.4372326379307196e-09,8.157599040714558e-09,2.4595125935888973e-10,6.3197225230737786e-12,0.0,3.902115963683173e-09,2.4300097489771133e-09
angular_width_0.7,angular_w0p7_lmax31,angular_w0p7_lmax35,1,12.0,0,7.951042983804101e-10,9.741320490083013e-10,4.861978908365927e-08,nan,1.2790766223957917e-09,2.2469825999849036e-10,0.0,4.770440042989321e-08,nan
angular_width_0.7,angular_w0p7_lmax31,angular_w0p7_lmax35,1,12.0,1,7.951042983804101e-10,9.741320490083013e-10,1.9765963088502758e-08,6.838575217216203e-08,4.567620726092514e-10,7.570388760314017e-12,0.0,2.0555440016778448e-08,1.0196887778590735e-09
angular_width_0.7,angular_w0p7_lmax31,angular_w0p7_lmax35,1,12.0,2,7.951042983804101e-10,9.741320490083013e-10,4.8984318823386275e-09,1.486753120616413e-08,8.521239269754233e-11,9.7524210929123e-12,0.0,3.0182647492438264e-09,2.6082491721979295e-10
angular_width_0.7,angular_w0p7_lmax31,angular_w0p7_lmax35,1,12.0,3,7.951042983804101e-10,9.741320490083013e-10,6.187107715049933e-09,1.2886758327113057e-09,2.6167679134658783e-10,4.5884407384733095e-12,0.0,7.083087893988704e-09,6.236129390657652e-10
angular_width_0.7,angular_w0p7_lmax31,angular_w0p7_lmax35,2,inf,0,7.951042983804101e-10,9.741320490083013e-10,5.488394805297503e-08,nan,1.0536316263909384e-10,7.179279393199067e-11,nan,5.49317142883865e-08,nan
angular_width_0.7,angular_w0p7_lmax31,angular_w0p7_lmax35,2,inf,1,7.951042983804101e-10,9.741320490083013e-10,5.3979803738002374e-08,1.088637517909774e-07,1.255407777733808e-09,1.8170576154830087e-11,0.0,4.7701611549655354e-08,2.4417146082811314e-08
angular_width_0.7,angular_w0p7_lmax31,angular_w0p7_lmax35,2,inf,2,7.951042983804101e-10,9.741320490083013e-10,1.069816590870687e-08,6.467796964670924e-08,9.635048314748929e-11,3.1191715876843773e-12,0.0,1.2801919524463301e-09,5.8920867740397405e-08
