U_over_M,schwarzschild,sds_L20,sds_L40,sds_L80,sds_L160,sds_L320,sds_L640,Winf_from_L80,Winf_from_L160
0.5874112777601583,-0.06966666596201769,-0.05519596259683683,-0.06197745816878813,-0.06578023664382525,-0.06772243492440196,-0.06869447328399315,-0.06918353497900423,-0.06966713778978624,-0.06967462501749228
0.6174112777601577,-0.0776403774155787,-0.06302636251896154,-0.07002444147912368,-0.07382715063289122,-0.07574117492363003,-0.07669288362356938,-0.07716945681097478,-0.07764105669322204,-0.07764650922333734
0.6474112777601571,-0.0856319569362968,-0.07091740222248354,-0.07811238199452218,-0.08190375169662205,-0.08378375438357769,-0.08471215787196752,-0.08517477791516011,-0.08563282945696536,-0.08563634349101779
0.6774112777601564,-0.09363311881139769,-0.07886197389665475,-0.08623330700829458,-0.09000182011545245,-0.09184189990879148,-0.09274401197398525,-0.09319119389608663,-0.09363417215152854,-0.09363579307785765
0.7074112777601558,-0.10163573828648602,-0.08685307290437502,-0.09437937769109682,-0.0981133096944027,-0.09990751337734186,-0.10078033368729107,-0.10121056766349232,-0.10163696630956003,-0.10163668418717797
0.7374112777601551,-0.10963183389120537,-0.09488379464318313,-0.1025428895653391,-0.10623033602799084,-0.10797264951483915,-0.10881315722039966,-0.10922493402618673,-0.10963323223405108,-0.10963105946731166
0.7674112777601545,-0.11761357670970918,-0.10294733267615076,-0.11071627297841345,-0.11434514278060746,-0.11602949316862908,-0.11683465238528279,-0.11722648553879914,-0.11761513428369845,-0.11761115438910848
0.7974112777601539,-0.12557330305418224,-0.1110369745145743,-0.11889208316094207,-0.12245008130019001,-0.12407036067224927,-0.12483713674737978,-0.12520754655463032,-0.12557500374857755,-0.1255693042083377
0.8274112777601532,-0.1335034952621661,-0.11914609353950599,-0.12706298209411268,-0.13053762859308723,-0.13208771596597793,-0.13281308201623318,-0.13316056595142636,-0.1335053296423617,-0.1334979171599966
0.8574112777601526,-0.14139674682592504,-0.127268140727966,-0.13522172847949926,-0.13860041135806464,-0.14007416457542532,-0.14075508977295503,-0.1410781326794566,-0.14139871402971768,-0.14138956245778264
